timestamp,Close,Open,High,Low,Volume
2025-02-02 10:00:00,3107.906862167546,3107.906862167546,3107.906862167546,3107.906862167546,1000000000.0
2025-02-02 11:00:00,3097.3389560449054,3107.906862167546,3097.3389560449054,3097.3389560449054,1000000000.0
2025-02-02 12:00:00,3065.6658997339223,3097.3389560449054,3065.6658997339223,3065.6658997339223,1000000000.0
2025-02-02 13:00:00,3052.07883155556,3065.6658997339223,3052.07883155556,3052.07883155556,1000000000.0
2025-02-02 14:00:00,3086.491001091033,3052.07883155556,3086.491001091033,3086.491001091033,1000000000.0
2025-02-02 15:00:00,3089.7993768999727,3086.491001091033,3089.7993768999727,3089.7993768999727,1000000000.0
2025-02-02 16:00:00,3081.23996264633,3089.7993768999727,3081.23996264633,3081.23996264633,1000000000.0
2025-02-02 17:00:00,3012.839245885475,3081.23996264633,3012.839245885475,3012.839245885475,1000000000.0
2025-02-02 18:00:00,2970.0256123014333,3012.839245885475,2970.0256123014333,2970.0256123014333,1000000000.0
2025-02-02 19:00:00,2923.6363121101567,2970.0256123014333,2923.6363121101567,2923.6363121101567,1000000000.0
2025-02-02 20:00:00,2958.2127495033064,2923.6363121101567,2958.2127495033064,2958.2127495033064,1000000000.0
2025-02-02 21:00:00,2948.787019203568,2958.2127495033064,2948.787019203568,2948.787019203568,1000000000.0
2025-02-02 22:00:00,2923.3744131723706,2948.787019203568,2923.3744131723706,2923.3744131723706,1000000000.0
2025-02-02 23:00:00,2867.293929480726,2923.3744131723706,2867.293929480726,2867.293929480726,1000000000.0
2025-02-03 00:00:00,2866.253573805174,2867.293929480726,2866.253573805174,2866.253573805174,1000000000.0
2025-02-03 01:00:00,2832.5396073309776,2866.253573805174,2832.5396073309776,2832.5396073309776,1000000000.0
2025-02-03 02:00:00,2531.8278494659107,2832.5396073309776,2531.8278494659107,2531.8278494659107,1000000000.0
2025-02-03 03:00:00,2471.511670870815,2531.8278494659107,2471.511670870815,2471.511670870815,1000000000.0
2025-02-03 04:00:00,2529.6899133045035,2471.511670870815,2529.6899133045035,2529.6899133045035,1000000000.0
2025-02-03 05:00:00,2460.547384197523,2529.6899133045035,2460.547384197523,2460.547384197523,1000000000.0
2025-02-03 06:00:00,2492.943342493712,2460.547384197523,2492.943342493712,2492.943342493712,1000000000.0
