timestamp,Close,Open,High,Low,Volume
2025-02-02 10:00:00,213.68666825686824,213.68666825686824,213.68666825686824,213.68666825686824,1000000000.0
2025-02-02 11:00:00,211.93301405519904,213.68666825686824,211.93301405519904,211.93301405519904,1000000000.0
2025-02-02 12:00:00,209.25906202457114,211.93301405519904,209.25906202457114,209.25906202457114,1000000000.0
2025-02-02 13:00:00,208.7179980653092,209.25906202457114,208.7179980653092,208.7179980653092,1000000000.0
2025-02-02 14:00:00,212.54208250305626,208.7179980653092,212.54208250305626,212.54208250305626,1000000000.0
2025-02-02 15:00:00,213.06711925831172,212.54208250305626,213.06711925831172,213.06711925831172,1000000000.0
2025-02-02 16:00:00,211.9925952795,213.06711925831172,211.9925952795,211.9925952795,1000000000.0
2025-02-02 17:00:00,206.29514814913867,211.9925952795,206.29514814913867,206.29514814913867,1000000000.0
2025-02-02 18:00:00,202.85686836846216,206.29514814913867,202.85686836846216,202.85686836846216,1000000000.0
2025-02-02 19:00:00,197.97430892037139,202.85686836846216,197.97430892037139,197.97430892037139,1000000000.0
2025-02-02 20:00:00,203.5216382698154,197.97430892037139,203.5216382698154,203.5216382698154,1000000000.0
2025-02-02 21:00:00,202.68199877330701,203.5216382698154,202.68199877330701,202.68199877330701,1000000000.0
2025-02-02 22:00:00,204.48978956346488,202.68199877330701,204.48978956346488,204.48978956346488,1000000000.0
2025-02-02 23:00:00,201.30368884256447,204.48978956346488,201.30368884256447,201.30368884256447,1000000000.0
2025-02-03 00:00:00,202.94723943080984,201.30368884256447,202.94723943080984,202.94723943080984,1000000000.0
2025-02-03 01:00:00,198.70362730748246,202.94723943080984,198.70362730748246,198.70362730748246,1000000000.0
2025-02-03 02:00:00,186.50813271832186,198.70362730748246,186.50813271832186,186.50813271832186,1000000000.0
2025-02-03 03:00:00,187.8031467327922,186.50813271832186,187.8031467327922,187.8031467327922,1000000000.0
2025-02-03 04:00:00,197.97845748751269,187.8031467327922,197.97845748751269,197.97845748751269,1000000000.0
2025-02-03 05:00:00,190.9596863557315,197.97845748751269,190.9596863557315,190.9596863557315,1000000000.0
2025-02-03 06:00:00,194.96115455064955,190.9596863557315,194.96115455064955,194.96115455064955,1000000000.0
2025-02-03 07:00:00,195.76948886612882,194.96115455064955,195.76948886612882,195.76948886612882,1000000000.0
2025-02-03 08:00:00,199.45726763348492,195.76948886612882,199.45726763348492,199.45726763348492,1000000000.0
2025-02-03 09:00:00,195.50089144413852,199.45726763348492,195.50089144413852,195.50089144413852,1000000000.0
2025-02-03 10:00:00,194.32196746452843,195.50089144413852,194.32196746452843,194.32196746452843,1000000000.0
