path	status	ms
/health	ERR:HTTPConnectionPool(host='local	4
/api/news	ERR:HTTPConnectionPool(host='local	0
/api/agent/stats	ERR:HTTPConnectionPool(host='local	0
/api/portfolio	ERR:HTTPConnectionPool(host='local	0
/api/snapshot	ERR:HTTPConnectionPool(host='local	0
