Datetime,Open,High,Low,Close,Volume
2025-05-20 13:30:00+00:00,645.5399780273438,645.5399780273438,641.239990234375,644.989990234375,55004
2025-05-20 14:30:00+00:00,644.989990234375,646.75,639.739990234375,643.7899780273438,44667
2025-05-20 15:30:00+00:00,644.1199951171875,644.1199951171875,638.5,640.0349731445312,40765
2025-05-20 16:30:00+00:00,639.2449951171875,643.5499877929688,639.2449951171875,641.4000244140625,26422
2025-05-20 17:30:00+00:00,641.530029296875,642.8599853515625,640.6500244140625,640.6849975585938,59548
2025-05-20 18:30:00+00:00,640.52001953125,642.2999877929688,638.9099731445312,640.3599853515625,86743
2025-05-20 19:30:00+00:00,640.4000244140625,642.0900268554688,637.875,641.1799926757812,160678
2025-05-21 13:30:00+00:00,635.0,639.75,630.0900268554688,636.9400024414062,49848
2025-05-21 14:30:00+00:00,636.8049926757812,638.010009765625,634.8099975585938,636.510009765625,84695
2025-05-21 15:30:00+00:00,636.510009765625,637.8300170898438,634.8900146484375,635.4400024414062,100423
2025-05-21 16:30:00+00:00,635.4550170898438,636.9299926757812,623.4949951171875,624.3499755859375,62380
2025-05-21 17:30:00+00:00,623.1500244140625,630.4000244140625,622.844970703125,627.2750244140625,93973
2025-05-21 18:30:00+00:00,627.2349853515625,628.6500244140625,617.7650146484375,619.3900146484375,75194
2025-05-21 19:30:00+00:00,620.02001953125,622.22998046875,619.1699829101562,619.6099853515625,162848
2025-05-22 13:30:00+00:00,620.489990234375,627.7000122070312,614.219970703125,622.7000122070312,85295
2025-05-22 14:30:00+00:00,623.1900024414062,626.1400146484375,620.9500122070312,624.5999755859375,33783
2025-05-22 15:30:00+00:00,624.8800048828125,627.1199951171875,623.2899780273438,625.5599975585938,33506
2025-05-22 16:30:00+00:00,625.260009765625,628.0800170898438,624.3400268554688,627.72998046875,39345
2025-05-22 17:30:00+00:00,627.7100219726562,628.8900146484375,625.8599853515625,625.8599853515625,45783
2025-05-22 18:30:00+00:00,626.2050170898438,632.385009765625,625.9199829101562,630.3900146484375,86904
2025-05-22 19:30:00+00:00,630.6599731445312,631.5399780273438,625.6300048828125,627.780029296875,188279
2025-05-23 13:30:00+00:00,612.1500244140625,620.0,611.260009765625,617.5750122070312,145054
2025-05-23 14:30:00+00:00,619.010009765625,621.3499755859375,616.469970703125,619.52001953125,37492
2025-05-23 15:30:00+00:00,619.52001953125,621.3900146484375,618.6599731445312,619.5399780273438,26818
2025-05-23 16:30:00+00:00,619.3599853515625,621.27001953125,618.8099975585938,618.9299926757812,26084
2025-05-23 17:30:00+00:00,619.0,620.9099731445312,618.0,618.75,28385
2025-05-23 18:30:00+00:00,619.1599731445312,620.4099731445312,615.7999877929688,616.5800170898438,37046
2025-05-23 19:30:00+00:00,616.25,617.010009765625,613.7000122070312,614.8400268554688,100955
2025-05-27 13:30:00+00:00,621.8599853515625,626.4719848632812,614.0800170898438,625.4199829101562,55495
2025-05-27 14:30:00+00:00,625.8400268554688,627.489990234375,623.3900146484375,624.655029296875,39648
2025-05-27 15:30:00+00:00,623.9500122070312,624.0349731445312,619.5,620.9000244140625,72083
2025-05-27 16:30:00+00:00,621.64501953125,623.7100219726562,620.739990234375,623.5549926757812,50639
2025-05-27 17:30:00+00:00,622.9600219726562,623.6099853515625,619.7999877929688,620.0800170898438,54282
2025-05-27 18:30:00+00:00,620.14501953125,620.4149780273438,616.4199829101562,618.4650268554688,80759
2025-05-27 19:30:00+00:00,617.760009765625,618.030029296875,614.0399780273438,615.3800048828125,220669
2025-05-28 13:30:00+00:00,618.6699829101562,626.9349975585938,617.3200073242188,620.72998046875,56381
2025-05-28 14:30:00+00:00,620.72998046875,625.2899780273438,619.3699951171875,623.3499755859375,35084
2025-05-28 15:30:00+00:00,623.6400146484375,625.2100219726562,621.0900268554688,624.1849975585938,49387
2025-05-28 16:30:00+00:00,624.0549926757812,624.219970703125,620.1900024414062,620.75,29044
2025-05-28 17:30:00+00:00,620.5307006835938,622.77001953125,620.27001953125,620.3900146484375,35290
2025-05-28 18:30:00+00:00,621.4000244140625,623.4600219726562,619.77001953125,620.2999877929688,142421
2025-05-28 19:30:00+00:00,620.260009765625,620.9099731445312,616.4500122070312,616.5499877929688,100738
2025-05-29 13:30:00+00:00,621.1599731445312,621.1599731445312,591.0399780273438,596.7249755859375,184451
2025-05-29 14:30:00+00:00,597.72998046875,598.0,587.6400146484375,590.489990234375,174435
2025-05-29 15:30:00+00:00,589.6900024414062,591.4650268554688,584.760009765625,591.4650268554688,152387
2025-05-29 16:30:00+00:00,590.719970703125,594.4600219726562,582.4099731445312,583.760009765625,96679
