Datetime,Open,High,Low,Close,Volume
2025-05-20 13:30:00+00:00,412.37579345703125,414.1799011230469,408.7699890136719,411.6000061035156,2550113
2025-05-20 14:30:00+00:00,411.635009765625,412.4898986816406,407.78240966796875,411.7900085449219,1366642
2025-05-20 15:30:00+00:00,411.9100036621094,414.25,411.1200866699219,412.9624938964844,1064840
2025-05-20 16:30:00+00:00,412.91650390625,415.6961975097656,411.6099853515625,415.22100830078125,1067884
2025-05-20 17:30:00+00:00,415.3550109863281,416.5,410.8900146484375,411.46990966796875,1278337
2025-05-20 18:30:00+00:00,411.2275085449219,413.1199951171875,406.1025085449219,411.7892150878906,1481959
2025-05-20 19:30:00+00:00,411.94000244140625,417.8299865722656,411.9200134277344,417.32000732421875,1981108
2025-05-21 13:30:00+00:00,417.7200012207031,420.1581115722656,412.02801513671875,412.64691162109375,3043002
2025-05-21 14:30:00+00:00,412.4800109863281,423.3399963378906,411.30999755859375,419.8547058105469,3454862
2025-05-21 15:30:00+00:00,420.0899963378906,421.0299987792969,414.9800109863281,418.5899963378906,1881142
2025-05-21 16:30:00+00:00,418.5,419.8900146484375,398.55999755859375,399.4800109863281,2310485
2025-05-21 17:30:00+00:00,399.2200012207031,404.889892578125,395.52850341796875,396.30999755859375,2904579
2025-05-21 18:30:00+00:00,396.0600891113281,401.94989013671875,395.94000244140625,397.6000061035156,1779858
2025-05-21 19:30:00+00:00,397.80999755859375,404.885009765625,397.80999755859375,402.45001220703125,1687253
2025-05-22 13:30:00+00:00,413.0310974121094,426.32000732421875,407.9125061035156,411.7699890136719,6242415
2025-05-22 14:30:00+00:00,411.7699890136719,413.9599914550781,403.8999938964844,406.6499938964844,2052204
2025-05-22 15:30:00+00:00,406.6499938964844,413.0,405.8793029785156,407.1199951171875,1425036
2025-05-22 16:30:00+00:00,407.1000061035156,408.5,405.1099853515625,405.8070068359375,1167775
2025-05-22 17:30:00+00:00,405.875,407.0050048828125,401.0400085449219,403.67999267578125,1807117
2025-05-22 18:30:00+00:00,403.57000732421875,405.5,400.56500244140625,403.8999938964844,1410492
2025-05-22 19:30:00+00:00,404.010009765625,404.1300048828125,398.9100036621094,399.7200012207031,1648897
2025-05-23 13:30:00+00:00,391.510009765625,392.0459899902344,382.0,384.42999267578125,5158485
2025-05-23 14:30:00+00:00,384.3699951171875,385.4800109863281,375.0400085449219,375.6299133300781,2965029
2025-05-23 15:30:00+00:00,375.7149963378906,377.3800048828125,367.30999755859375,374.0400085449219,3768100
2025-05-23 16:30:00+00:00,373.9700012207031,378.54998779296875,372.7200012207031,378.32000732421875,1586229
2025-05-23 17:30:00+00:00,378.260009765625,382.1300048828125,375.3870849609375,376.2099914550781,1472880
2025-05-23 18:30:00+00:00,375.8900146484375,378.1990051269531,373.8599853515625,377.1549987792969,1393114
2025-05-23 19:30:00+00:00,377.1524963378906,377.4200134277344,368.82000732421875,369.239990234375,2531160
2025-05-27 13:30:00+00:00,380.7200012207031,381.0199890136719,365.8800048828125,367.2850036621094,4559927
2025-05-27 14:30:00+00:00,367.44000244140625,372.70001220703125,364.260009765625,370.0,2682112
2025-05-27 15:30:00+00:00,370.3041076660156,371.8019104003906,368.2644958496094,370.31500244140625,1208253
2025-05-27 16:30:00+00:00,370.31500244140625,374.2698974609375,369.7044982910156,371.9949951171875,1205048
2025-05-27 17:30:00+00:00,371.8999938964844,374.422607421875,370.5199890136719,373.0215148925781,816382
2025-05-27 18:30:00+00:00,372.94049072265625,375.6300048828125,369.20001220703125,369.6412048339844,1227582
2025-05-27 19:30:00+00:00,369.7499084472656,374.68499755859375,369.3999938964844,372.3399963378906,1399613
2025-05-28 13:30:00+00:00,368.5799865722656,370.6523132324219,360.7300109863281,361.95001220703125,2780370
2025-05-28 14:30:00+00:00,361.8299865722656,363.18121337890625,358.5,359.80108642578125,1535708
2025-05-28 15:30:00+00:00,359.75,363.1300048828125,359.2672119140625,362.0,969877
2025-05-28 16:30:00+00:00,362.0249938964844,367.239990234375,360.590087890625,364.2550048828125,1052347
2025-05-28 17:30:00+00:00,364.2200012207031,366.6083984375,363.4200134277344,364.4599914550781,752091
2025-05-28 18:30:00+00:00,364.45001220703125,366.88751220703125,364.0,366.15240478515625,799434
2025-05-28 19:30:00+00:00,366.1300048828125,366.2499084472656,363.014404296875,364.2099914550781,1068292
2025-05-29 13:30:00+00:00,370.8599853515625,372.3999938964844,362.739990234375,364.7099914550781,2576990
2025-05-29 14:30:00+00:00,364.6199951171875,369.7900085449219,363.2900085449219,369.44500732421875,1069724
2025-05-29 15:30:00+00:00,369.2734069824219,372.8699951171875,367.4750061035156,371.07501220703125,1483244
2025-05-29 16:30:00+00:00,371.0,373.8599853515625,369.92999267578125,372.79998779296875,1337806
2025-05-29 17:30:00+00:00,372.8999938964844,373.6400146484375,365.32000732421875,365.5696105957031,1135748
2025-05-29 18:30:00+00:00,365.70001220703125,368.4941101074219,364.7300109863281,367.2450866699219,916157
2025-05-29 19:30:00+00:00,367.510009765625,371.0,366.9100036621094,370.7799987792969,1088324
2025-05-30 13:30:00+00:00,369.0,372.55999755859375,363.0400085449219,363.62451171875,2253814
2025-05-30 14:30:00+00:00,363.6650085449219,367.3999938964844,363.3900146484375,367.0199890136719,1038435
2025-05-30 15:30:00+00:00,366.75,369.07000732421875,362.0,362.1499938964844,967789
2025-05-30 16:30:00+00:00,362.29998779296875,364.17999267578125,359.1600036621094,362.010009765625,1384184
2025-05-30 17:30:00+00:00,362.1600036621094,365.4299011230469,361.8299865722656,364.5199890136719,638881
2025-05-30 18:30:00+00:00,364.6300048828125,368.0899963378906,363.1700134277344,366.625,840911
2025-05-30 19:30:00+00:00,366.625,369.9100036621094,364.2200012207031,369.0409851074219,2042861
2025-06-02 13:30:00+00:00,368.3599853515625,375.2629089355469,368.2850036621094,372.5494079589844,2331310
2025-06-02 14:30:00+00:00,372.5,374.9620056152344,369.8699951171875,372.5278015136719,1123971
2025-06-02 15:30:00+00:00,372.8900146484375,378.42999267578125,372.2149963378906,373.07000732421875,1152406
2025-06-02 16:30:00+00:00,373.01251220703125,375.0899963378906,372.17999267578125,373.2373962402344,508337
2025-06-02 17:30:00+00:00,373.2373962402344,374.260009765625,371.5000915527344,374.04998779296875,425211
2025-06-02 18:30:00+00:00,374.03338623046875,374.1700134277344,372.20001220703125,373.2300109863281,512654
2025-06-02 19:30:00+00:00,373.1000061035156,373.4700012207031,370.79998779296875,372.4700012207031,898884
2025-06-03 13:30:00+00:00,379.30999755859375,388.20001220703125,371.3699951171875,388.1470031738281,3391658
2025-06-03 14:30:00+00:00,387.57000732421875,390.70001220703125,386.7865905761719,389.1499938964844,1980306
2025-06-03 15:30:00+00:00,389.29998779296875,391.0098876953125,387.42999267578125,388.2799987792969,1009431
2025-06-03 16:30:00+00:00,388.2900085449219,390.75,387.0,390.45001220703125,867947
2025-06-03 17:30:00+00:00,390.32501220703125,390.5299987792969,385.260009765625,389.45001220703125,883670
2025-06-03 18:30:00+00:00,389.4800109863281,390.1499938964844,387.4100036621094,389.43499755859375,951002
2025-06-03 19:30:00+00:00,389.3244934082031,389.3599853515625,385.0,387.45001220703125,1169338
2025-06-04 13:30:00+00:00,384.94000244140625,385.82000732421875,375.70001220703125,376.5,2908041
2025-06-04 14:30:00+00:00,376.3399963378906,384.54998779296875,376.2749938964844,383.6199951171875,1132744
2025-06-04 15:30:00+00:00,383.760009765625,385.1000061035156,381.1263122558594,381.302001953125,770080
2025-06-04 16:30:00+00:00,381.1499938964844,386.1199951171875,379.9599914550781,385.14959716796875,755302
