symbol,strategy,holding_hours,total_trades,wins,win_rate,is_significant,p_value,ci_lower,ci_upper
AVAX,rsi,24,91,39,0.42857142857142855,False,0.9291033127276265,0.3318249800682115,0.5311043673911313
AVAX,rsi,48,90,42,0.4666666666666667,False,0.7696037636405139,0.3670825183252626,0.5689799529028493
AVAX,rsi,72,90,42,0.4666666666666667,False,0.7696037636405139,0.3670825183252626,0.5689799529028493
AVAX,rsi,168,89,42,0.47191011235955055,False,0.7374926063537863,0.3715184758755657,0.5746263557516359
AVAX,always_up,24,357,169,0.4733893557422969,False,0.8550955999436101,0.4221547292644271,0.525190587905212
AVAX,always_up,48,356,170,0.47752808988764045,False,0.816194591252404,0.42615773964393555,0.5293782517478324
AVAX,always_up,72,355,163,0.4591549295774648,False,0.9443984528381005,0.4080294147051671,0.5111549830904063
AVAX,always_up,168,351,153,0.4358974358974359,False,0.993019137967645,0.38499147523930416,0.48819137592583545
AVAX,always_down,24,357,188,0.5266106442577031,False,0.17038634519906984,0.4748094120947881,0.577845270735573
AVAX,always_down,48,356,186,0.5224719101123596,False,0.21332734855435198,0.4706217482521677,0.5738422603560644
AVAX,always_down,72,355,192,0.5408450704225352,False,0.06857252419584732,0.48884501690959375,0.5919705852948329
AVAX,always_down,168,351,198,0.5641025641025641,True,0.009359574285458302,0.5118086240741646,0.6150085247606958
AVAX,random,24,357,164,0.45938375350140054,False,0.9438943993264185,0.40839457449280814,0.511237751713483
AVAX,random,48,356,175,0.49157303370786515,False,0.6446529355640895,0.440008355990111,0.5433176407818019
AVAX,random,72,355,182,0.5126760563380282,False,0.33559557016794467,0.4608229659559919,0.5642577381764162
AVAX,random,168,351,177,0.5042735042735043,False,0.4575028033651887,0.45220451061991046,0.5562499659690803
