symbol,strategy,holding_hours,total_trades,wins,win_rate,is_significant,p_value,ci_lower,ci_upper
SNOW,mean_reversion,168,130,67,0.5153846153846153,False,0.39629126139704807,0.4302728067440477,0.5996132675407784
SNOW,ghost_inverse,24,78,43,0.5512820512820513,False,0.21410351785879034,0.4410917185751463,0.6566580810377646
SNOW,ghost_inverse,48,78,39,0.5,False,0.5450267740627379,0.39167242528547985,0.6083275747145201
SNOW,ghost_inverse,72,78,41,0.5256410256410257,False,0.3671710165149233,0.4162457167544665,0.632629183051989
SNOW,ghost_inverse,168,77,40,0.5194805194805194,False,0.4099464518745244,0.40963811196379796,0.6274714949712452
SNOW,rsi,24,70,30,0.42857142857142855,False,0.9058918984884862,0.31935124886212546,0.5452237332617722
SNOW,rsi,48,70,31,0.44285714285714284,False,0.8590105391031719,0.3324934170610057,0.5591665686381124
SNOW,rsi,72,70,27,0.38571428571428573,False,0.9793042856630423,0.28047517785454174,0.5028447935436945
SNOW,rsi,168,68,38,0.5588235294117647,False,0.19806242014851488,0.44081654438286205,0.670539550136191
DDOG,momentum,24,171,84,0.49122807017543857,False,0.6201029829390854,0.4173173755720263,0.5655242364928369
DDOG,momentum,48,170,87,0.5117647058823529,False,0.409052983951472,0.4371974014862072,0.5858120507967906
DDOG,momentum,72,169,89,0.5266272189349113,False,0.2692134828598087,0.45159666961419703,0.60047412815671
DDOG,momentum,168,167,81,0.48502994011976047,False,0.6787155953305678,0.4104222111088711,0.5603109124394918
DDOG,mean_reversion,24,134,68,0.5074626865671642,False,0.46560087281679746,0.42379268371744927,0.5907167241826332
DDOG,mean_reversion,48,133,64,0.48120300751879697,False,0.6984768054355599,0.39801276461434487,0.5654486389354527
DDOG,mean_reversion,72,132,58,0.4393939393939394,False,0.9306659967809484,0.3576269726250174,0.5245887845509875
DDOG,mean_reversion,168,130,63,0.4846153846153846,False,0.6694151584305919,0.4003867324592215,0.5697271932559522
DDOG,ghost_inverse,24,78,40,0.5128205128205128,False,0.4549732259372621,0.40392509465379506,0.6205123552494326
DDOG,ghost_inverse,48,78,44,0.5641025641025641,False,0.15408411597184035,0.4536178766457738,0.6685693728703647
DDOG,ghost_inverse,72,77,42,0.5454545454545454,False,0.24719113684775001,0.43472886644893927,0.6518602163994951
DDOG,ghost_inverse,168,75,41,0.5466666666666666,False,0.24434148545157158,0.4344817369914825,0.6543038787240788
DDOG,rsi,24,76,43,0.5657894736842105,False,0.15093624524350396,0.4538555158542199,0.671392475168004
DDOG,rsi,48,76,39,0.5131578947368421,False,0.45438846263774635,0.40288499035495096,0.622164607849494
DDOG,rsi,72,75,35,0.4666666666666667,False,0.7556585145484285,0.35815509458811656,0.5784266084721967
DDOG,rsi,168,74,35,0.47297297297297297,False,0.7193096278505091,0.36338517790283736,0.5852284168845255
