symbol,strategy,holding_hours,total_trades,wins,losses,flats_skipped,win_rate,avg_win_pct,avg_loss_pct,is_significant,p_value,ci_lower,ci_upper
SOL,always_down,24,357,180,177,0,0.5042016806722689,0.03131176169175227,0.02981744015872832,False,0.45785992829254435,0.45256848381584364,0.5557454134731608
SOL,always_down,48,356,178,178,0,0.5,0.04457823871686817,0.040761937853615426,False,0.5211290555620018,0.4483380980149866,0.5516619019850134
SOL,always_down,72,355,183,172,0,0.5154929577464789,0.05316551387411205,0.05081426889611834,False,0.2978289767324939,0.46361783627879577,0.5670363576608143
SOL,always_down,168,351,180,171,0,0.5128205128205128,0.08162530433740274,0.07460467898632966,False,0.33471694289651127,0.4606740272194644,0.5646894025475077
SOL,random,24,357,184,173,0,0.5154061624649859,0.02977446790802823,0.03141793015915102,False,0.2983449138012829,0.4636761128518074,0.5668081772078754
SOL,random,48,356,176,180,0,0.4943820224719101,0.04093266795769271,0.04436889927217869,False,0.6044727529389704,0.4427833232970829,0.5461006745508591
SOL,random,72,355,173,182,0,0.48732394366197185,0.052061741392461836,0.05199264850658771,False,0.702171023267506,0.4357422618235838,0.5391770340440081
SOL,random,168,351,181,170,0,0.5156695156695157,0.07918478886048065,0.07716181237439923,False,0.2967851540234674,0.4635005435235551,0.5674992039694109
XRP,momentum,24,245,110,135,112,0.4489795918367347,0.032454776991035855,0.025017276143177506,False,0.9517510819872047,0.3879617604468501,0.5115727225334876
XRP,momentum,48,244,117,127,112,0.47950819672131145,0.041490691157384574,0.039815135490336946,False,0.759308575227245,0.4176273692117933,0.5420242792604567
XRP,momentum,72,243,110,133,112,0.45267489711934156,0.051931372508408714,0.05100146764005419,False,0.9382593402697025,0.39131117094121515,0.5155116660522251
XRP,momentum,168,239,104,135,112,0.4351464435146444,0.07429786375264222,0.07233061366595313,False,0.9808808476091393,0.37380766876910937,0.4985371024727207
XRP,momentum_strong,24,120,54,66,237,0.45,0.03668581066582162,0.028353529703022063,False,0.8823983160137373,0.3639158452162006,0.5391861818893925
XRP,momentum_strong,48,119,51,68,237,0.42857142857142855,0.05092550882259026,0.04282908103956594,False,0.9507381862988713,0.3432630208001519,0.5183473782828948
XRP,momentum_strong,72,118,55,63,237,0.4661016949152542,0.055182481297249196,0.05969558452697795,False,0.7962572327555497,0.37858563103599213,0.555755349384488
XRP,momentum_strong,168,118,49,69,233,0.4152542372881356,0.07968083439507703,0.07549045032205318,False,0.9736258251613042,0.33038729052795845,0.5054651605232424
XRP,mean_reversion,24,170,92,78,187,0.5411764705882353,0.024937424334109438,0.03418656845111694,False,0.15937064205262694,0.46618597862233596,0.6143471043681565
XRP,mean_reversion,48,169,93,76,187,0.5502958579881657,0.04172741698313627,0.04599820714108152,False,0.10914681099252524,0.4750054909005269,0.6233504604445198
XRP,mean_reversion,72,168,91,77,187,0.5416666666666666,0.055822018783856245,0.05456986035532103,False,0.15793745580649485,0.4662306656259674,0.6152397117448205
XRP,mean_reversion,168,165,90,75,186,0.5454545454545454,0.07546308885500792,0.07514847294558583,False,0.1378570286149116,0.4693055432797876,0.6195351215800574
XRP,mean_reversion_aggressive,24,245,135,110,112,0.5510204081632653,0.025017276143177506,0.032454776991035855,False,0.06251379809543231,0.4884272774665123,0.6120382395531498
XRP,mean_reversion_aggressive,48,244,127,117,112,0.5204918032786885,0.039815135490336946,0.041490691157384574,False,0.2822963279597846,0.4579757207395432,0.5823726307882067
XRP,mean_reversion_aggressive,72,243,133,110,112,0.5473251028806584,0.05100146764005419,0.051931372508408714,False,0.07900741655163628,0.48448833394777485,0.6086888290587847
XRP,mean_reversion_aggressive,168,239,135,104,112,0.5648535564853556,0.07233061366595313,0.07429786375264222,True,0.02604326536363218,0.5014628975272792,0.6261923312308906
XRP,ghost_inverse,24,132,67,65,225,0.5075757575757576,0.025305362937472476,0.027718822205864843,False,0.4653422327627885,0.42328760705491464,0.5914354232980846
XRP,ghost_inverse,48,131,64,67,225,0.48854961832061067,0.03944331285221967,0.034373360867471794,False,0.636561948516772,0.4045028423085701,0.5732488307656145
XRP,ghost_inverse,72,130,68,62,225,0.5230769230769231,0.05276982080589006,0.048520322239152286,False,0.3305848415694082,0.4377930468307173,0.6070360645965222
XRP,ghost_inverse,168,128,66,62,223,0.515625,0.07564381300552303,0.06339564375003269,False,0.39550372470143896,0.42986091219393446,0.6004785254342495
XRP,ghost_inverse_strong,24,87,45,42,270,0.5172413793103449,0.026811368013804106,0.023321425971683716,False,0.4151865048428771,0.4137493791703159,0.6192751382314033
XRP,ghost_inverse_strong,48,86,46,40,270,0.5348837209302325,0.03863356046866242,0.04059368652032541,False,0.2950178055742783,0.43024115998789875,0.6365430468828602
XRP,ghost_inverse_strong,72,85,43,42,270,0.5058823529411764,0.05326480883894285,0.04796014702385257,False,0.4999999999999995,0.40166252134606184,0.609593466839653
